country,country_id,year,type_of_violence,events_count,total,share
United States of America,2,2001,1,2,3,0.6666666666666666
United States of America,2,2001,3,1,3,0.3333333333333333
United States of America,2,2010,2,1,1,1
United States of America,2,2015,3,1,1,1
United States of America,2,2017,3,1,1,1
United States of America,2,2018,3,1,1,1
United States of America,2,2019,2,1,1,1
United States of America,2,2022,2,1,1,1
Canada,20,1994,2,3,3,1
Canada,20,1995,2,9,9,1
Canada,20,1996,2,1,1,1
Canada,20,1997,2,1,1,1
Canada,20,1998,2,9,9,1
Canada,20,1999,2,3,3,1
Canada,20,2000,2,8,8,1
Canada,20,2001,2,1,1,1
Haiti,41,1989,1,4,4,1
Haiti,41,1990,3,2,2,1
Haiti,41,1991,1,1,8,0.125
Haiti,41,1991,2,1,8,0.125
Haiti,41,1991,3,6,8,0.75
Haiti,41,1993,3,3,3,1
Haiti,41,1994,3,4,4,1
Haiti,41,1995,3,1,1,1
Haiti,41,1999,3,2,2,1
Haiti,41,2004,1,19,22,0.8636363636363636
Haiti,41,2004,3,3,22,0.13636363636363635
Haiti,41,2005,3,7,7,1
Haiti,41,2017,3,1,1,1
Haiti,41,2018,3,1,1,1
Haiti,41,2019,3,1,1,1
Haiti,41,2020,3,48,48,1
Haiti,41,2021,2,8,25,0.32
Haiti,41,2021,3,17,25,0.68
Haiti,41,2022,2,9,65,0.13846153846153847
Haiti,41,2022,3,56,65,0.8615384615384616
Haiti,41,2023,2,3,49,0.061224489795918366
Haiti,41,2023,3,46,49,0.9387755102040817
Haiti,41,2024,1,47,116,0.4051724137931034
Haiti,41,2024,2,4,116,0.034482758620689655
Haiti,41,2024,3,65,116,0.5603448275862069
Jamaica,51,1989,2,1,1,1
Jamaica,51,1994,2,1,1,1
Jamaica,51,2001,2,20,20,1
Jamaica,51,2002,2,7,7,1
Trinidad and Tobago,52,1990,1,3,3,1
Mexico,70,1989,3,2,2,1
Mexico,70,1990,3,3,3,1
Mexico,70,1992,2,2,3,0.6666666666666666
Mexico,70,1992,3,1,3,0.3333333333333333
Mexico,70,1993,2,3,3,1
Mexico,70,1994,1,10,12,0.8333333333333334
Mexico,70,1994,2,1,12,0.08333333333333333
Mexico,70,1994,3,1,12,0.08333333333333333
Mexico,70,1995,1,2,5,0.4
Mexico,70,1995,2,1,5,0.2
Mexico,70,1995,3,2,5,0.4
Mexico,70,1996,1,15,15,1
Mexico,70,1997,1,4,6,0.6666666666666666
Mexico,70,1997,3,2,6,0.3333333333333333
Mexico,70,1998,1,4,5,0.8
Mexico,70,1998,3,1,5,0.2
Mexico,70,2002,2,2,3,0.6666666666666666
Mexico,70,2002,3,1,3,0.3333333333333333
Mexico,70,2004,2,30,31,0.967741935483871
Mexico,70,2004,3,1,31,0.03225806451612903
Mexico,70,2005,2,12,12,1
Mexico,70,2006,2,39,40,0.975
Mexico,70,2006,3,1,40,0.025
Mexico,70,2007,2,1406,1409,0.9978708303761533
Mexico,70,2007,3,3,1409,0.0021291696238466998
Mexico,70,2008,2,383,384,0.9973958333333334
Mexico,70,2008,3,1,384,0.0026041666666666665
Mexico,70,2009,2,596,605,0.9851239669421488
Mexico,70,2009,3,9,605,0.01487603305785124
Mexico,70,2010,2,2074,2085,0.9947242206235012
Mexico,70,2010,3,11,2085,0.005275779376498801
Mexico,70,2011,2,358,369,0.9701897018970189
Mexico,70,2011,3,11,369,0.02981029810298103
Mexico,70,2012,2,246,266,0.924812030075188
Mexico,70,2012,3,20,266,0.07518796992481203
Mexico,70,2013,2,184,191,0.9633507853403142
Mexico,70,2013,3,7,191,0.03664921465968586
Mexico,70,2014,2,171,183,0.9344262295081968
Mexico,70,2014,3,12,183,0.06557377049180328
Mexico,70,2015,2,251,258,0.9728682170542635
Mexico,70,2015,3,7,258,0.027131782945736434
Mexico,70,2016,2,185,187,0.9893048128342246
Mexico,70,2016,3,2,187,0.0106951871657754
Mexico,70,2017,2,341,348,0.9798850574712644
Mexico,70,2017,3,7,348,0.020114942528735632
Mexico,70,2018,2,701,714,0.9817927170868347
Mexico,70,2018,3,13,714,0.018207282913165267
Mexico,70,2019,2,1016,1024,0.9921875
Mexico,70,2019,3,8,1024,0.0078125
Mexico,70,2020,2,2023,2033,0.9950811608460404
Mexico,70,2020,3,10,2033,0.004918839153959666
Mexico,70,2021,2,3721,3744,0.9938568376068376
Mexico,70,2021,3,23,3744,0.006143162393162393
Mexico,70,2022,2,2127,2179,0.9761358421294172
Mexico,70,2022,3,52,2179,0.023864157870582835
Mexico,70,2023,2,2726,2748,0.9919941775836972
Mexico,70,2023,3,22,2748,0.008005822416302766
Mexico,70,2024,2,2617,2683,0.9754006708907939
Mexico,70,2024,3,66,2683,0.024599329109206113
Guatemala,90,1989,1,49,78,0.6282051282051282
Guatemala,90,1989,3,29,78,0.3717948717948718
Guatemala,90,1990,1,57,110,0.5181818181818182
Guatemala,90,1990,3,53,110,0.4818181818181818
Guatemala,90,1991,1,46,74,0.6216216216216216
Guatemala,90,1991,3,28,74,0.3783783783783784
Guatemala,90,1992,1,43,64,0.671875
Guatemala,90,1992,3,21,64,0.328125
Guatemala,90,1993,1,36,51,0.7058823529411765
Guatemala,90,1993,3,15,51,0.29411764705882354
Guatemala,90,1994,1,18,38,0.47368421052631576
Guatemala,90,1994,3,20,38,0.5263157894736842
Guatemala,90,1995,1,17,27,0.6296296296296297
Guatemala,90,1995,3,10,27,0.37037037037037035
Guatemala,90,1996,1,5,11,0.45454545454545453
Guatemala,90,1996,3,6,11,0.5454545454545454
Guatemala,90,1997,3,1,1,1
Guatemala,90,1998,3,1,1,1
Guatemala,90,2000,3,1,1,1
Guatemala,90,2001,2,1,1,1
Guatemala,90,2002,3,2,2,1
Guatemala,90,2004,3,2,2,1
Guatemala,90,2005,2,4,5,0.8
Guatemala,90,2005,3,1,5,0.2
Guatemala,90,2007,3,2,2,1
Guatemala,90,2008,2,5,5,1
Guatemala,90,2009,2,1,1,1
Guatemala,90,2011,3,4,4,1
Guatemala,90,2015,2,4,4,1
Guatemala,90,2016,3,1,1,1
Guatemala,90,2021,3,1,1,1
Guatemala,90,2022,2,2,3,0.6666666666666666
Guatemala,90,2022,3,1,3,0.3333333333333333
Guatemala,90,2023,2,1,2,0.5
Guatemala,90,2023,3,1,2,0.5
Guatemala,90,2024,2,2,17,0.11764705882352941
Guatemala,90,2024,3,15,17,0.8823529411764706
Honduras,91,1999,2,1,1,1
Honduras,91,2000,2,1,1,1
Honduras,91,2002,2,1,1,1
Honduras,91,2003,2,4,7,0.5714285714285714
Honduras,91,2003,3,3,7,0.42857142857142855
Honduras,91,2004,2,2,4,0.5
Honduras,91,2004,3,2,4,0.5
Honduras,91,2010,2,5,5,1
Honduras,91,2012,2,4,4,1
Honduras,91,2013,2,2,2,1
Honduras,91,2014,2,3,3,1
Honduras,91,2015,2,12,13,0.9230769230769231
Honduras,91,2015,3,1,13,0.07692307692307693
Honduras,91,2016,2,2,2,1
Honduras,91,2018,2,1,2,0.5
Honduras,91,2018,3,1,2,0.5
Honduras,91,2019,2,2,3,0.6666666666666666
Honduras,91,2019,3,1,3,0.3333333333333333
Honduras,91,2020,2,1,1,1
Honduras,91,2021,2,1,4,0.25
Honduras,91,2021,3,3,4,0.75
Honduras,91,2022,2,1,3,0.3333333333333333
Honduras,91,2022,3,2,3,0.6666666666666666
Honduras,91,2023,2,26,27,0.9629629629629629
Honduras,91,2023,3,1,27,0.037037037037037035
Honduras,91,2024,2,11,13,0.8461538461538461
Honduras,91,2024,3,2,13,0.15384615384615385
El Salvador,92,1989,1,58,58,1
El Salvador,92,1990,1,46,46,1
El Salvador,92,1991,1,10,10,1
El Salvador,92,1992,1,1,1,1
El Salvador,92,2004,2,1,1,1
El Salvador,92,2009,3,2,2,1
El Salvador,92,2010,3,2,2,1
El Salvador,92,2015,3,1,1,1
El Salvador,92,2017,3,1,1,1
El Salvador,92,2019,3,1,1,1
El Salvador,92,2021,3,2,2,1
El Salvador,92,2022,3,68,68,1
Nicaragua,93,1989,1,21,21,1
Nicaragua,93,1990,1,6,6,1
Panama,95,1989,1,3,3,1
Panama,95,2009,3,1,1,1
Colombia,100,1989,1,37,53,0.6981132075471698
Colombia,100,1989,3,16,53,0.3018867924528302
Colombia,100,1990,1,70,100,0.7
Colombia,100,1990,2,5,100,0.05
Colombia,100,1990,3,25,100,0.25
Colombia,100,1991,1,96,128,0.75
Colombia,100,1991,3,32,128,0.25
Colombia,100,1992,1,90,103,0.8737864077669902
Colombia,100,1992,3,13,103,0.1262135922330097
Colombia,100,1993,1,32,47,0.6808510638297872
Colombia,100,1993,2,4,47,0.0851063829787234
Colombia,100,1993,3,11,47,0.23404255319148937
Colombia,100,1994,1,59,70,0.8428571428571429
Colombia,100,1994,3,11,70,0.15714285714285714
Colombia,100,1995,1,58,77,0.7532467532467533
Colombia,100,1995,3,19,77,0.24675324675324675
Colombia,100,1996,1,109,150,0.7266666666666667
Colombia,100,1996,3,41,150,0.2733333333333333
Colombia,100,1997,1,124,181,0.6850828729281768
Colombia,100,1997,2,7,181,0.03867403314917127
Colombia,100,1997,3,50,181,0.27624309392265195
Colombia,100,1998,1,83,145,0.5724137931034483
Colombia,100,1998,2,13,145,0.0896551724137931
Colombia,100,1998,3,49,145,0.33793103448275863
Colombia,100,1999,1,161,394,0.4086294416243655
Colombia,100,1999,2,15,394,0.03807106598984772
Colombia,100,1999,3,218,394,0.5532994923857868
Colombia,100,2000,1,531,1334,0.3980509745127436
Colombia,100,2000,2,53,1334,0.03973013493253373
Colombia,100,2000,3,750,1334,0.5622188905547226
Colombia,100,2001,1,547,1365,0.40073260073260075
Colombia,100,2001,2,66,1365,0.04835164835164835
Colombia,100,2001,3,752,1365,0.550915750915751
Colombia,100,2002,1,920,1908,0.48218029350104824
Colombia,100,2002,2,84,1908,0.0440251572327044
Colombia,100,2002,3,904,1908,0.47379454926624737
Colombia,100,2003,1,813,2264,0.3590989399293286
Colombia,100,2003,2,37,2264,0.016342756183745585
Colombia,100,2003,3,1414,2264,0.6245583038869258
Colombia,100,2004,1,646,1745,0.3702005730659026
Colombia,100,2004,2,29,1745,0.0166189111747851
Colombia,100,2004,3,1070,1745,0.6131805157593123
Colombia,100,2005,1,551,1291,0.4268009295120062
Colombia,100,2005,2,18,1291,0.013942680092951201
Colombia,100,2005,3,722,1291,0.5592563903950426
Colombia,100,2006,1,105,364,0.28846153846153844
Colombia,100,2006,2,1,364,0.0027472527472527475
Colombia,100,2006,3,258,364,0.7087912087912088
Colombia,100,2007,1,87,319,0.2727272727272727
Colombia,100,2007,3,232,319,0.7272727272727273
Colombia,100,2008,1,70,336,0.20833333333333334
Colombia,100,2008,3,266,336,0.7916666666666666
Colombia,100,2009,1,75,137,0.5474452554744526
Colombia,100,2009,3,62,137,0.45255474452554745
Colombia,100,2010,1,81,88,0.9204545454545454
Colombia,100,2010,3,7,88,0.07954545454545454
Colombia,100,2011,1,50,60,0.8333333333333334
Colombia,100,2011,3,10,60,0.16666666666666666
Colombia,100,2012,1,31,37,0.8378378378378378
Colombia,100,2012,3,6,37,0.16216216216216217
Colombia,100,2013,1,22,22,1
Colombia,100,2014,1,40,48,0.8333333333333334
Colombia,100,2014,3,8,48,0.16666666666666666
Colombia,100,2015,1,28,33,0.8484848484848485
Colombia,100,2015,3,5,33,0.15151515151515152
Colombia,100,2016,1,15,101,0.1485148514851485
Colombia,100,2016,3,86,101,0.8514851485148515
Colombia,100,2017,1,14,155,0.09032258064516129
Colombia,100,2017,2,1,155,0.0064516129032258064
Colombia,100,2017,3,140,155,0.9032258064516129
Colombia,100,2018,1,49,170,0.28823529411764703
Colombia,100,2018,2,1,170,0.0058823529411764705
Colombia,100,2018,3,120,170,0.7058823529411765
Colombia,100,2019,1,52,109,0.47706422018348627
Colombia,100,2019,2,5,109,0.045871559633027525
Colombia,100,2019,3,52,109,0.47706422018348627
Colombia,100,2020,1,23,144,0.1597222222222222
Colombia,100,2020,2,3,144,0.020833333333333332
Colombia,100,2020,3,118,144,0.8194444444444444
Colombia,100,2021,1,42,160,0.2625
Colombia,100,2021,2,7,160,0.04375
Colombia,100,2021,3,111,160,0.69375
Colombia,100,2022,1,38,172,0.22093023255813954
Colombia,100,2022,2,29,172,0.1686046511627907
Colombia,100,2022,3,105,172,0.6104651162790697
Colombia,100,2023,1,36,413,0.08716707021791767
Colombia,100,2023,2,88,413,0.21307506053268765
Colombia,100,2023,3,289,413,0.6997578692493946
Colombia,100,2024,1,99,397,0.24937027707808565
Colombia,100,2024,2,103,397,0.2594458438287154
Colombia,100,2024,3,195,397,0.491183879093199
Venezuela,101,1989,3,54,54,1
Venezuela,101,1990,3,66,66,1
Venezuela,101,1991,3,38,38,1
Venezuela,101,1992,1,4,75,0.05333333333333334
Venezuela,101,1992,3,71,75,0.9466666666666667
Venezuela,101,1993,3,75,75,1
Venezuela,101,1994,2,1,47,0.02127659574468085
Venezuela,101,1994,3,46,47,0.9787234042553191
Venezuela,101,1995,3,45,45,1
Venezuela,101,1996,3,53,53,1
Venezuela,101,1997,2,2,5,0.4
Venezuela,101,1997,3,3,5,0.6
Venezuela,101,1998,3,14,14,1
Venezuela,101,1999,3,41,41,1
Venezuela,101,2000,3,40,40,1
Venezuela,101,2001,3,50,50,1
Venezuela,101,2002,2,2,30,0.06666666666666667
Venezuela,101,2002,3,28,30,0.9333333333333333
Venezuela,101,2003,3,40,40,1
Venezuela,101,2004,3,50,50,1
Venezuela,101,2005,3,32,32,1
Venezuela,101,2006,3,21,21,1
Venezuela,101,2007,1,1,25,0.04
Venezuela,101,2007,3,24,25,0.96
Venezuela,101,2008,3,44,44,1
Venezuela,101,2009,3,49,49,1
Venezuela,101,2010,3,44,44,1
Venezuela,101,2011,3,22,22,1
Venezuela,101,2012,2,1,29,0.034482758620689655
Venezuela,101,2012,3,28,29,0.9655172413793104
Venezuela,101,2013,3,41,41,1
Venezuela,101,2014,3,42,42,1
Venezuela,101,2015,3,30,30,1
Venezuela,101,2016,3,60,60,1
Venezuela,101,2017,3,94,94,1
Venezuela,101,2018,3,91,91,1
Venezuela,101,2019,3,76,76,1
Venezuela,101,2020,3,4,4,1
Venezuela,101,2021,1,1,10,0.1
Venezuela,101,2021,2,2,10,0.2
Venezuela,101,2021,3,7,10,0.7
Venezuela,101,2022,1,1,23,0.043478260869565216
Venezuela,101,2022,2,5,23,0.21739130434782608
Venezuela,101,2022,3,17,23,0.7391304347826086
Venezuela,101,2023,3,15,15,1
Venezuela,101,2024,3,10,10,1
Guyana,110,2008,3,3,3,1
Ecuador,130,1995,1,4,4,1
Ecuador,130,2001,2,1,1,1
Ecuador,130,2003,2,1,1,1
Ecuador,130,2005,3,1,1,1
Ecuador,130,2006,3,1,1,1
Ecuador,130,2007,3,1,1,1
Ecuador,130,2008,1,2,3,0.6666666666666666
Ecuador,130,2008,3,1,3,0.3333333333333333
Ecuador,130,2019,1,1,1,1
Ecuador,130,2020,2,1,1,1
Ecuador,130,2021,2,8,8,1
Ecuador,130,2022,2,10,11,0.9090909090909091
Ecuador,130,2022,3,1,11,0.09090909090909091
Ecuador,130,2023,2,454,454,1
Ecuador,130,2024,2,238,238,1
Peru,135,1989,1,132,172,0.7674418604651163
Peru,135,1989,2,2,172,0.011627906976744186
Peru,135,1989,3,38,172,0.22093023255813954
Peru,135,1990,1,95,140,0.6785714285714286
Peru,135,1990,2,2,140,0.014285714285714285
Peru,135,1990,3,43,140,0.30714285714285716
Peru,135,1991,1,83,122,0.680327868852459
Peru,135,1991,2,1,122,0.00819672131147541
Peru,135,1991,3,38,122,0.3114754098360656
Peru,135,1992,1,94,128,0.734375
Peru,135,1992,3,34,128,0.265625
Peru,135,1993,1,52,72,0.7222222222222222
Peru,135,1993,3,20,72,0.2777777777777778
Peru,135,1994,1,24,35,0.6857142857142857
Peru,135,1994,3,11,35,0.3142857142857143
Peru,135,1995,1,38,41,0.926829268292683
Peru,135,1995,3,3,41,0.07317073170731707
Peru,135,1996,1,18,25,0.72
Peru,135,1996,3,7,25,0.28
Peru,135,1997,1,16,19,0.8421052631578947
Peru,135,1997,3,3,19,0.15789473684210525
Peru,135,1998,1,5,9,0.5555555555555556
Peru,135,1998,3,4,9,0.4444444444444444
Peru,135,1999,1,13,16,0.8125
Peru,135,1999,3,3,16,0.1875
Peru,135,2000,1,4,4,1
Peru,135,2001,1,3,3,1
Peru,135,2002,1,3,6,0.5
Peru,135,2002,3,3,6,0.5
Peru,135,2003,1,4,4,1
Peru,135,2004,1,2,2,1
Peru,135,2005,3,1,1,1
Peru,135,2006,1,2,3,0.6666666666666666
Peru,135,2006,3,1,3,0.3333333333333333
Peru,135,2007,1,9,9,1
Peru,135,2008,1,13,13,1
Peru,135,2009,1,10,13,0.7692307692307693
Peru,135,2009,3,3,13,0.23076923076923078
Peru,135,2010,1,12,13,0.9230769230769231
Peru,135,2010,3,1,13,0.07692307692307693
Peru,135,2011,1,9,11,0.8181818181818182
Peru,135,2011,3,2,11,0.18181818181818182
Peru,135,2013,1,1,1,1
Peru,135,2014,1,4,8,0.5
Peru,135,2014,3,4,8,0.5
Peru,135,2015,1,4,4,1
Peru,135,2016,1,1,2,0.5
Peru,135,2016,3,1,2,0.5
Peru,135,2017,1,2,2,1
Peru,135,2019,3,1,1,1
Peru,135,2020,1,1,3,0.3333333333333333
Peru,135,2020,3,2,3,0.6666666666666666
Peru,135,2021,1,3,3,1
Peru,135,2022,1,2,3,0.6666666666666666
Peru,135,2022,3,1,3,0.3333333333333333
Peru,135,2023,1,2,2,1
Brazil,140,1993,2,2,5,0.4
Brazil,140,1993,3,3,5,0.6
Brazil,140,1994,2,4,7,0.5714285714285714
Brazil,140,1994,3,3,7,0.42857142857142855
Brazil,140,1995,2,4,8,0.5
Brazil,140,1995,3,4,8,0.5
Brazil,140,1996,2,2,3,0.6666666666666666
Brazil,140,1996,3,1,3,0.3333333333333333
Brazil,140,1997,2,11,14,0.7857142857142857
Brazil,140,1997,3,3,14,0.21428571428571427
Brazil,140,1998,2,4,6,0.6666666666666666
Brazil,140,1998,3,2,6,0.3333333333333333
Brazil,140,1999,2,13,31,0.41935483870967744
Brazil,140,1999,3,18,31,0.5806451612903226
Brazil,140,2000,2,16,27,0.5925925925925926
Brazil,140,2000,3,11,27,0.4074074074074074
Brazil,140,2001,2,10,14,0.7142857142857143
Brazil,140,2001,3,4,14,0.2857142857142857
Brazil,140,2002,2,16,21,0.7619047619047619
Brazil,140,2002,3,5,21,0.23809523809523808
Brazil,140,2003,2,7,12,0.5833333333333334
Brazil,140,2003,3,5,12,0.4166666666666667
Brazil,140,2004,2,12,12,1
Brazil,140,2005,2,10,18,0.5555555555555556
Brazil,140,2005,3,8,18,0.4444444444444444
Brazil,140,2006,2,4,4,1
Brazil,140,2007,2,7,9,0.7777777777777778
Brazil,140,2007,3,2,9,0.2222222222222222
Brazil,140,2008,2,4,5,0.8
Brazil,140,2008,3,1,5,0.2
Brazil,140,2009,2,3,3,1
Brazil,140,2010,2,2,2,1
Brazil,140,2011,2,4,4,1
Brazil,140,2012,2,7,7,1
Brazil,140,2013,2,9,10,0.9
Brazil,140,2013,3,1,10,0.1
Brazil,140,2014,2,3,4,0.75
Brazil,140,2014,3,1,4,0.25
Brazil,140,2015,2,16,17,0.9411764705882353
Brazil,140,2015,3,1,17,0.058823529411764705
Brazil,140,2016,2,54,58,0.9310344827586207
Brazil,140,2016,3,4,58,0.06896551724137931
Brazil,140,2017,2,299,316,0.9462025316455697
Brazil,140,2017,3,17,316,0.05379746835443038
Brazil,140,2018,2,346,357,0.969187675070028
Brazil,140,2018,3,11,357,0.03081232492997199
Brazil,140,2019,2,594,636,0.9339622641509434
Brazil,140,2019,3,42,636,0.0660377358490566
Brazil,140,2020,2,720,744,0.967741935483871
Brazil,140,2020,3,24,744,0.03225806451612903
Brazil,140,2021,2,765,843,0.9074733096085409
Brazil,140,2021,3,78,843,0.09252669039145907
Brazil,140,2022,2,1384,1514,0.9141347424042272
Brazil,140,2022,3,130,1514,0.08586525759577279
Brazil,140,2023,2,1983,2159,0.9184807781380269
Brazil,140,2023,3,176,2159,0.08151922186197313
Brazil,140,2024,2,1363,1461,0.9329226557152636
Brazil,140,2024,3,98,1461,0.06707734428473648
Bolivia,145,1998,2,1,1,1
Bolivia,145,2000,2,9,9,1
Bolivia,145,2021,2,1,1,1
Bolivia,145,2023,2,1,1,1
Paraguay,150,1989,1,1,1,1
Paraguay,150,2016,2,1,1,1
Paraguay,150,2018,3,1,1,1
Paraguay,150,2020,3,1,1,1
Paraguay,150,2021,3,1,1,1
Argentina,160,1992,1,1,1,1
Argentina,160,1994,3,1,1,1
United Kingdom,200,1989,1,21,27,0.7777777777777778
United Kingdom,200,1989,3,6,27,0.2222222222222222
United Kingdom,200,1990,1,26,32,0.8125
United Kingdom,200,1990,3,6,32,0.1875
United Kingdom,200,1991,1,20,32,0.625
United Kingdom,200,1991,3,12,32,0.375
United Kingdom,200,1992,1,14,30,0.4666666666666667
United Kingdom,200,1992,3,16,30,0.5333333333333333
United Kingdom,200,1993,1,14,34,0.4117647058823529
United Kingdom,200,1993,3,20,34,0.5882352941176471
United Kingdom,200,1994,1,6,16,0.375
United Kingdom,200,1994,3,10,16,0.625
United Kingdom,200,1996,1,2,2,1
United Kingdom,200,1997,1,2,4,0.5
United Kingdom,200,1997,3,2,4,0.5
United Kingdom,200,1998,1,1,3,0.3333333333333333
United Kingdom,200,1998,3,2,3,0.6666666666666666
United Kingdom,200,2000,3,1,1,1
United Kingdom,200,2001,3,1,1,1
United Kingdom,200,2002,3,4,4,1
United Kingdom,200,2003,3,2,2,1
United Kingdom,200,2004,3,1,1,1
United Kingdom,200,2005,3,2,2,1
United Kingdom,200,2006,3,1,1,1
United Kingdom,200,2009,1,1,2,0.5
United Kingdom,200,2009,3,1,2,0.5
United Kingdom,200,2011,1,1,1,1
United Kingdom,200,2019,1,2,3,0.6666666666666666
United Kingdom,200,2019,3,1,3,0.3333333333333333
Netherlands,210,1990,1,1,1,1
Netherlands,210,2015,1,1,1,1
Belgium,211,2016,1,2,3,0.6666666666666666
Belgium,211,2016,3,1,3,0.3333333333333333
Belgium,211,2018,1,1,2,0.5
Belgium,211,2018,3,1,2,0.5
Belgium,211,2023,3,1,1,1
France,220,1992,1,1,1,1
France,220,1995,3,1,1,1
France,220,1996,1,1,1,1
France,220,2007,1,1,1,1
France,220,2012,3,1,1,1
France,220,2015,1,1,2,0.5
France,220,2015,3,1,2,0.5
France,220,2016,3,2,2,1
France,220,2017,1,1,1,1
France,220,2018,1,4,8,0.5
France,220,2018,3,4,8,0.5
France,220,2023,2,41,42,0.9761904761904762
France,220,2023,3,1,42,0.023809523809523808
France,220,2024,2,3,3,1
Spain,230,1989,1,12,12,1
Spain,230,1990,1,10,10,1
Spain,230,1991,1,23,23,1
Spain,230,1992,1,15,15,1
Spain,230,1993,1,6,6,1
Spain,230,1994,1,9,9,1
Spain,230,1995,1,10,10,1
Spain,230,1996,1,4,4,1
Spain,230,1997,1,11,11,1
Spain,230,1998,1,6,6,1
Spain,230,2000,1,15,15,1
Spain,230,2001,1,12,12,1
Spain,230,2002,1,4,4,1
Spain,230,2003,1,2,2,1
Spain,230,2004,3,1,1,1
Spain,230,2008,1,2,2,1
Spain,230,2009,1,2,2,1
Spain,230,2017,3,3,3,1
Spain,230,2023,2,1,1,1
Germany,260,1989,1,2,2,1
Germany,260,1990,1,1,1,1
Germany,260,1992,1,1,1,1
Germany,260,2016,3,1,1,1
Germany,260,2024,3,1,1,1
Poland,290,2022,1,1,1,1
Austria,305,2020,3,1,1,1
Italy,325,1993,1,1,1,1
Malta,338,1995,1,1,1,1
Albania,339,1999,1,10,10,1
North Macedonia,343,1999,3,1,1,1
North Macedonia,343,2000,1,1,1,1
North Macedonia,343,2001,1,53,53,1
Croatia,344,1992,1,33,33,1
Croatia,344,1993,1,51,55,0.9272727272727272
Croatia,344,1993,3,4,55,0.07272727272727272
Croatia,344,1995,1,60,69,0.8695652173913043
Croatia,344,1995,3,9,69,0.13043478260869565
Serbia (Yugoslavia),345,1991,1,191,250,0.764
Serbia (Yugoslavia),345,1991,2,58,250,0.232
Serbia (Yugoslavia),345,1991,3,1,250,0.004
Serbia (Yugoslavia),345,1992,1,67,387,0.1731266149870801
Serbia (Yugoslavia),345,1992,2,305,387,0.7881136950904393
Serbia (Yugoslavia),345,1992,3,15,387,0.03875968992248062
Serbia (Yugoslavia),345,1995,3,2,2,1
Serbia (Yugoslavia),345,1996,1,3,3,1
Serbia (Yugoslavia),345,1997,1,3,5,0.6
Serbia (Yugoslavia),345,1997,3,2,5,0.4
Serbia (Yugoslavia),345,1998,1,154,221,0.6968325791855203
Serbia (Yugoslavia),345,1998,3,67,221,0.3031674208144796
Serbia (Yugoslavia),345,1999,1,301,335,0.8985074626865671
Serbia (Yugoslavia),345,1999,3,34,335,0.10149253731343283
Serbia (Yugoslavia),345,2001,1,1,1,1
Bosnia-Herzegovina,346,1992,1,3710,3769,0.9843459803661448
Bosnia-Herzegovina,346,1992,3,59,3769,0.015654019633855133
Bosnia-Herzegovina,346,1993,1,2745,2828,0.9706506364922206
Bosnia-Herzegovina,346,1993,2,1,2828,3.536067892503536e-4
Bosnia-Herzegovina,346,1993,3,82,2828,0.028995756718528994
Bosnia-Herzegovina,346,1994,1,1807,1862,0.9704618689581096
Bosnia-Herzegovina,346,1994,3,55,1862,0.02953813104189044
Bosnia-Herzegovina,346,1995,1,782,881,0.887627695800227
Bosnia-Herzegovina,346,1995,3,99,881,0.11237230419977298
Moldova,359,1992,1,77,77,1
Romania,360,1989,1,10,16,0.625
Romania,360,1989,3,6,16,0.375
Russia (Soviet Union),365,1989,2,2,6,0.3333333333333333
Russia (Soviet Union),365,1989,3,4,6,0.6666666666666666
Russia (Soviet Union),365,1990,1,16,28,0.5714285714285714
Russia (Soviet Union),365,1990,2,12,28,0.42857142857142855
Russia (Soviet Union),365,1991,1,31,56,0.5535714285714286
Russia (Soviet Union),365,1991,2,18,56,0.32142857142857145
Russia (Soviet Union),365,1991,3,7,56,0.125
Russia (Soviet Union),365,1992,3,1,1,1
Russia (Soviet Union),365,1993,1,12,12,1
Russia (Soviet Union),365,1994,1,22,31,0.7096774193548387
Russia (Soviet Union),365,1994,2,7,31,0.22580645161290322
Russia (Soviet Union),365,1994,3,2,31,0.06451612903225806
Russia (Soviet Union),365,1995,1,191,205,0.9317073170731708
Russia (Soviet Union),365,1995,3,14,205,0.06829268292682927
Russia (Soviet Union),365,1996,1,141,147,0.9591836734693877
Russia (Soviet Union),365,1996,3,6,147,0.04081632653061224
Russia (Soviet Union),365,1997,1,4,5,0.8
Russia (Soviet Union),365,1997,3,1,5,0.2
Russia (Soviet Union),365,1998,1,2,3,0.6666666666666666
Russia (Soviet Union),365,1998,3,1,3,0.3333333333333333
Russia (Soviet Union),365,1999,1,50,68,0.7352941176470589
Russia (Soviet Union),365,1999,3,18,68,0.2647058823529412
Russia (Soviet Union),365,2000,1,130,176,0.7386363636363636
Russia (Soviet Union),365,2000,3,46,176,0.26136363636363635
Russia (Soviet Union),365,2001,1,116,159,0.7295597484276729
Russia (Soviet Union),365,2001,3,43,159,0.27044025157232704
Russia (Soviet Union),365,2002,1,346,388,0.8917525773195877
Russia (Soviet Union),365,2002,3,42,388,0.10824742268041238
Russia (Soviet Union),365,2003,1,69,73,0.9452054794520548
Russia (Soviet Union),365,2003,3,4,73,0.0547945205479452
Russia (Soviet Union),365,2004,1,239,253,0.9446640316205533
Russia (Soviet Union),365,2004,3,14,253,0.05533596837944664
Russia (Soviet Union),365,2005,1,243,247,0.9838056680161943
Russia (Soviet Union),365,2005,3,4,247,0.016194331983805668
Russia (Soviet Union),365,2006,1,151,152,0.993421052631579
